id,manuscript_id,work_id,chapter,section,subsection,extract,page,settlement,repository,shelfmark,locus,provenance,dating,refs,rawtext,notes
104,25,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,23,HEILIGENKREUZ,Stiftsbibliothek,237,,,s. xii,,"p. 23 [=CAcR]: HEILIGENKREUZ, Stiftsbibliothek, 237. s. xii.",
105,27,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,23,KARLSRUHE,Landesbibliothek,Aug. 77,,Reichenau,s. ix1,,"p. 23 [=CAcR]: KARLSRUHE, Landesbibliothek, Aug. 77. s. ix1, Reichenau.",
106,32,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,23,LONDON,British Library,Addit. 6047,,,s. xv,,"p. 23 [=CAcR]: LONDON, British Library, Addit. 6047. s. xv.",
107,35,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,23,LONDON,British Library,Harley 1915,,English,s. xiii1,,"p. 23 [=CAcR]: LONDON, British Library, Harley 1915. s. xiii1, English.",
108,39,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,MELK,Stiftsbibliothek,573 K 46,,,s. xiv-xv,,"p. 24 [=CAcR]: MELK, Stiftsbibliothek, 573 K 46. s. xiv-xv.",
109,44,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,MUNICH,Bayerische Staatsbibliothek,13101,,Regensburg,s. xii et xiii,,"p. 24 [=CAcR]: MUNICH, Bayerische Staatsbibliothek, 13101. s. xii et xiii, Regensburg.",
110,110,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,ORLÉANS,Bibliothèque publique,62,,Fleury,s. ix1,,"p. 24 [=CAcR]: ORLÉANS, Bibliothèque publique, 62. s. ix1, Fleury.",
111,57,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,OXFORD,Jesus College,65,,,s. xii1,,"p. 24 [=CAcR]: OXFORD, Jesus College, 65. s. xii1.",
112,58,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,OXFORD,Jesus College,68,,Cirencester,s. xii,,"p. 24 [=CAcR]: OXFORD, Jesus College, 68. s. xii, Cirencester.",
113,59,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,OXFORD,Merton College,K 3 3,,,s. xv,,"p. 24 [=CAcR]: OXFORD, Merton College, K 3 3. s. xv.",
114,114,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,PARIS,Bibliothèque nationale,lat. 2362,,,s. ix2,,"p. 24 [=CAcR]: PARIS, Bibliothèque nationale, lat. 2362. s. ix2.",
115,115,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,PARIS,Bibliothèque nationale,lat. 2384,,,s. x1,,"p. 24 [=CAcR]: PARIS, Bibliothèque nationale, lat. 2384. s. x1.",
116,116,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,PARIS,Bibliothèque nationale,lat. 2840,,,s. ix-x,,"p. 24 [=CAcR]: PARIS, Bibliothèque nationale, lat. 2840. s. ix-x.",
117,71,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,PARIS,Ste Geneviève,76,,,s. xii2,,"p. 24 [=CAcR]: PARIS, Ste Geneviève, 76. s. xii2.",
118,73,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,PRAGUE,University Library,1758,,,s. xv,,"p. 24 [=CAcR]: PRAGUE, University Library, 1758. s. xv.",
119,74,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,PRINCETON,University library,Garrett 71,,Waverley,c. 1200,,"p. 24 [=CAcR]: PRINCETON, University library, Garrett 71. c. 1200, Waverley.",
120,75,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,REIMS,Bibliothèque publique,6,,St Thierry,s. x2,,"p. 24 [=CAcR]: REIMS, Bibliothèque publique, 6. s. x2, St Thierry.",
121,79,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,ST OMER,Bibliothèque publique,218,,Clairmarais,s. xiii1,,"p. 24 [=CAcR]: ST OMER, Bibliothèque publique, 218. s. xiii1, Clairmarais.",
122,82,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,STUTTGART,Landesbibliothek,Cod. theol. 4° 243,,Zwiefalten,s. xii,,"p. 24 [=CAcR]: STUTTGART, Landesbibliothek, Cod. theol. 4° 243. s. xii, Zwiefalten.",
123,89,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,VALENCIENNES,Bibliothèque publique,52,,St. Arnand,s. xii,,"p. 24 [=CAcR]: VALENCIENNES, Bibliothèque publique, 52. s. xii, St. Arnand.",
124,90,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,VATICAN CITY,Biblioteca Apostolica Vaticana,Pal. 287,,Schönau,s. xii,,"p. 24 [=CAcR]: VATICAN CITY, Biblioteca Apostolica Vaticana, Pal. 287. s. xii, Schönau.",
125,125,3,Biblical Commentaries,Commentary on Acts,Manuscripts of the Retraction,,24,VATICAN CITY,Biblioteca Apostolica Vaticana,Regin. 708,,,s. xiii,,"p. 24 [=CAcR]: VATICAN CITY, Biblioteca Apostolica Vaticana, Regin. 708. s. xiii.",
126,126,50,Biblical Commentaries,Commentary on Acts,Conflations of the Commentary with the Retraction,,24,DIJON,Bibliothèque publique,153,,Cîteaux,s. xii,,"p. 24 [=CAcCA]: DIJON, Bibliothèque publique, 153. s. xii, Cîteaux.",
127,127,50,Biblical Commentaries,Commentary on Acts,Conflations of the Commentary with the Retraction,,24,KARLSRUHE,Landesbibliothek,Aug. 135,,Reichenau?,s. x1,,"p. 24 [=CAcCA]: KARLSRUHE, Landesbibliothek, Aug. 135. s. x1, Reichenau?.",
128,128,50,Biblical Commentaries,Commentary on Acts,Conflations of the Commentary with the Retraction,,24,OXFORD,Bodleian Library,Laud. Misc. 268,,,s. xiv,,"p. 24 [=CAcCA]: OXFORD, Bodleian Library, Laud. Misc. 268. s. xiv.",
129,129,50,Biblical Commentaries,Commentary on Acts,Conflations of the Commentary with the Retraction,,24,OXFORD,Bodleian Library,Laud. Misc. 312,,,s. x2,,"p. 24 [=CAcCA]: OXFORD, Bodleian Library, Laud. Misc. 312. s. x2.",
130,130,50,Biblical Commentaries,Commentary on Acts,Conflation of the Commentary with Arator's Poem on Acts,,24,MANCHESTER,John Rylands University Library,107,,,s. xi,"The glossary of geographical names mentioned in Aces, which Bede appended to the Commentary, is often found alone. The list of MSS here given replaces the incomplete enumeration in my edition (xxxvii; note 1).","p. 24 [=CAcCA]: MANCHESTER, John Rylands University Library, 107. s. xi. The glossary of geographical names mentioned in Aces, which Bede appended to the Commentary, is often found alone. The list of MSS here given replaces the incomplete enumeration in my edition (xxxvii; note 1).",
131,131,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,24,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,131 (Phillipps 1869),,Trier,s. ix,"Rose I, 295.","p. 24 [=CAcN]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 131 (Phillipps 1869). s. ix, Trier. Rose I, 295.",
132,132,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,24,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,289,,Lisborn,s. xii,"Rose II, 65.","p. 24 [=CAcN]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 289. s. xii, Lisborn. Rose II, 65.",
133,133,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,24,BOLOGNA,Biblioteca universitaria,1442,,,s. xv,"Studi italiani di filologia classica XVII, 99.","p. 24 [=CAcN]: BOLOGNA, Biblioteca universitaria, 1442. s. xv, Studi italiani di filologia classica XVII, 99.",
134,134,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,24,CHARTRES,Bibliothèque publique,19,,Chapter library,s. x,"CG XI (1890), 8.","p. 24 [=CAcN]: CHARTRES, Bibliothèque publique, 19. s. x, Chapter library. CG XI (1890), 8.",
135,135,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,DIJON,Bibliothèque publique,561,,Cîteaux,s. xii,"CG V(1889), 138.","p. 25 [=CAcN]: DIJON, Bibliothèque publique, 561. s. xii, Cîteaux. CG V(1889), 138.",
136,136,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,ERFURT,Öffentliche Bibliothek,F 32,,,s. xiii2,"W. Schum, Beschreibendes Verzeichniss der amplonianischen HSSsammlung zu Erfurt, 27.","p. 25 [=CAcN]: ERFURT, Öffentliche Bibliothek, F 32. s. xiii2. W. Schum, Beschreibendes Verzeichniss der amplonianischen HSSsammlung zu Erfurt, 27.",
137,137,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,ESCURIAL,Real biblioteca,f I 12,,,s. xiv et xii,"G. Antolín, Cat. de los códices latinos de real biblioteca del Escorial II, 139.","p. 25 [=CAcN]: ESCURIAL, Real biblioteca, f I 12. s. xiv et xii. G. Antolín, Cat. de los códices latinos de real biblioteca del Escorial II, 139.",
138,138,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,ESCURIAL,Real biblioteca,R III 19,,,s. xiv,"Antolin, op. at. Ill, 514.","p. 25 [=CAcN]: ESCURIAL, Real biblioteca, R III 19. s. xiv. Antolin, op. at. Ill, 514.",
139,139,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,LEIPZIG,Universitätsbibliothek,349,,Altzelle,s. xiii,"R. Helssig, Kat. der lat. und deutsch. HSS der Univerntätsbibliothek zu Leipzig, 515.","p. 25 [=CAcN]: LEIPZIG, Universitätsbibliothek, 349. s. xiii, Altzelle. R. Helssig, Kat. der lat. und deutsch. HSS der Univerntätsbibliothek zu Leipzig, 515.",
140,140,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,MONTE CASSINO,Archivio della Badia,290,,,s. xii,"Bibliotheca casinensis V, 54; E. A. Loew, Beneventan Script, 348.","p. 25 [=CAcN]: MONTE CASSINO, Archivio della Badia, 290. s. xii. Bibliotheca casinensis V, 54; E. A. Loew, Beneventan Script, 348.",
141,141,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,MUNICH,Bayerische Staatsbibliothek,22016,,Wessobrunn,s. xii,"Cat.Clm 11, 4, 18.","p. 25 [=CAcN]: MUNICH, Bayerische Staatsbibliothek, 22016. s. xii, Wessobrunn. Cat.Clm 11, 4, 18.",
142,142,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,OXFORD,Balliol College,167,,,s. xiii in.,"Coxe I, 56.","p. 25 [=CAcN]: OXFORD, Balliol College, 167. s. xiii in.. Coxe I, 56.",
143,143,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,PARIS,Bibliothèque nationale,lat. 1827,,,s. xiv,"Paris, Cat. III, 3, 198.","p. 25 [=CAcN]: PARIS, Bibliothèque nationale, lat. 1827. s. xiv. Paris, Cat. III, 3, 198.",
144,144,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,REIMS,Bibliothèque publique,118,,Chapter library,s. ix1,"F. M. Carey, Studies in honor of E. K. Rand, 52.","p. 25 [=CAcN]: REIMS, Bibliothèque publique, 118. s. ix1, Chapter library. F. M. Carey, Studies in honor of E. K. Rand, 52.",
145,145,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,ROUEN,Bibliothèque publique,450,,Jumieges,s. xii,"CG I (1886), 91.","p. 25 [=CAcN]: ROUEN, Bibliothèque publique, 450. s. xii, Jumieges. CG I (1886), 91.",
146,146,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,ROUEN,Bibliothèque publique,451,,Fécamp,s. xii,"CG I (1886), 92.","p. 25 [=CAcN]: ROUEN, Bibliothèque publique, 451. s. xii, Fécamp. CG I (1886), 92.",
147,147,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,STUTTGART,Landesbibliothek,Cod. theol. 4° 263,,Zwiefalten,s. xii,"K. Löffler, Die HSS des Klosters Zwiefalten, 36.","p. 25 [=CAcN]: STUTTGART, Landesbibliothek, Cod. theol. 4° 263. s. xii, Zwiefalten. K. Löffler, Die HSS des Klosters Zwiefalten, 36.",
148,148,2,Biblical Commentaries,Commentary on Acts,Glossary of Geographical Names,,25,TOULOUSE,Bibliothèque publique,157,,Dominicans,A.D. 1294,"CG VII (1887), 88.","p. 25 [=CAcN]: TOULOUSE, Bibliothèque publique, 157. A.D. 1294, Dominicans. CG VII (1887), 88.",
149,149,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,ABERDEEN,University Library,216,,,s. xii1,"M. R. James, Cat. of the medieval MSS in the University library, 61.","p. 26 [=CAp]: ABERDEEN, University Library, 216. s. xii1. M. R. James, Cat. of the medieval MSS in the University library, 61.",
150,1,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,ADMONT,Stiftsbibliothek,246,,,s. xii,"ZBW, Beiheft 4, 503 and 519, note 76.","p. 26 [=CAp]: ADMONT, Stiftsbibliothek, 246. s. xii. ZBW, Beiheft 4, 503 and 519, note 76.",
151,2,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,ALTENBURG,Stiftsbibliothek,205,,,c. 1200,"Studien und Mitteilungen zur Gesch. des Benediktinerordens XI (1924), 239; Laistner, xvii, note 2.","p. 26 [=CAp]: ALTENBURG, Stiftsbibliothek, 205. c. 1200. Studien und Mitteilungen zur Gesch. des Benediktinerordens XI (1924), 239; Laistner, xvii, note 2.",
152,152,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,ARRAS,Bibliothèque publique,174,,St Vaast,s. x (?),"CG IV (1872), 81. The dates in this volume are unreliable.","p. 26 [=CAp]: ARRAS, Bibliothèque publique, 174. s. x (?), St Vaast. CG IV (1872), 81. The dates in this volume are unreliable.",
153,3,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,ARRAS,Bibliothèque publique,672,,St Vaast,s. ix1,"CG IV (1872), 267; Laistner J.","p. 26 [=CAp]: ARRAS, Bibliothèque publique, 672. s. ix1, St Vaast. CG IV (1872), 267; Laistner J.",
154,154,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,BAMBERG,Landesbibliothek,B II 20,fols. 231-233,Michaelsberg,s. xi,"Friedrich Leitschuh, Kat. der HSS der kgl. Bibliothek. zu Bamberg I, 72. Only the preface followed by the poem, ""Exul ab humano.""","p. 26 [=CAp]: BAMBERG, Landesbibliothek, B II 20, fols. 231-233. s. xi, Michaelsberg. Friedrich Leitschuh, Kat. der HSS der kgl. Bibliothek. zu Bamberg I, 72. Only the preface followed by the poem, ""Exul ab humano.""",
155,6,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,93 (Phillipps 1664),,Limoges,s. xi,"Rose I, 198.","p. 26 [=CAp]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 93 (Phillipps 1664). s. xi, Limoges. Rose I, 198.",
156,7,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,336,,Werden,s. x,"Rose II, 128; Laistner, No. 36.","p. 26 [=CAp]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 336. s. x, Werden. Rose II, 128; Laistner, No. 36.",
157,157,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,337,,Lisborn,A.D. 1515,"Rose II, 129.","p. 26 [=CAp]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 337. A.D. 1515, Lisborn. Rose II, 129.",
158,8,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,BRUGES,Bibliothèque publique,77,,Ste Marie de Thosan,s. xii,"A. De Poorter, Cat. des MSS de la bibl. publ. de la ville de Bruges, 92; Laistner, No. 14 on page xxxvi.","p. 26 [=CAp]: BRUGES, Bibliothèque publique, 77. s. xii, Ste Marie de Thosan. A. De Poorter, Cat. des MSS de la bibl. publ. de la ville de Bruges, 92; Laistner, No. 14 on page xxxvi.",
159,9,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,BRUSSELS,Bibliothèque royale,1356,fols. 178-229v,Gembloux,s. xi,"Van den Gheyn II, 294; Laistner, No. 42.","p. 26 [=CAp]: BRUSSELS, Bibliothèque royale, 1356, fols. 178-229v. s. xi, Gembloux. Van den Gheyn II, 294; Laistner, No. 42.",
160,160,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,CAMBRAI,Bibliothèque publique,395,,Chapter library,s. ix,"CG XVII (1891), 146.","p. 26 [=CAp]: CAMBRAI, Bibliothèque publique, 395. s. ix, Chapter library. CG XVII (1891), 146.",
161,161,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,CAMBRIDGE,King’s College,7,,Bury St Edmunds,s. xii,"James, 12; Ker, 10.","p. 26 [=CAp]: CAMBRIDGE, King’s College, 7. s. xii, Bury St Edmunds. James, 12; Ker, 10.",
162,162,4,Biblical Commentaries,Commentary on the Apocalypse,,,26,CAMBRIDGE,St John’s College,209,,Ramsey,s. xii,"James, 241; Ker, 85.","p. 26 [=CAp]: CAMBRIDGE, St John’s College, 209. s. xii, Ramsey. James, 241; Ker, 85.",
163,12,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,CHARLEVILLE,Bibliothèque publique,164,fols. 159-210,Signy,s. xii,"CG V (1878), 617; Laistner, No. 46.","p. 27 [=CAp]: CHARLEVILLE, Bibliothèque publique, 164, fols. 159-210. s. xii, Signy. CG V (1878), 617; Laistner, No. 46.",
164,164,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,DURHAM,Chapter Library,A IV 28,,Durham,s. xi,"R. A. B. Mynors, Durham Cathedral MSS, No. 26.","p. 27 [=CAp]: DURHAM, Chapter Library, A IV 28. s. xi, Durham. R. A. B. Mynors, Durham Cathedral MSS, No. 26.",
165,165,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,DURHAM,Chapter Library,B IV 16,,Durham,s. xii,"Mynors, No. 70 with Plate 38b. Probably a copy of the preceding MS.","p. 27 [=CAp]: DURHAM, Chapter Library, B IV 16. s. xii, Durham. Mynors, No. 70 with Plate 38b. Probably a copy of the preceding MS.",
166,166,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,EINSIEDELN,Klosterbibliothek,173,pp. 175-339,,s. x,"Gabriel Meier, Cat. codd. mss qui in bibl. monast. einsidlensis servantur, 139.","p. 27 [=CAp]: EINSIEDELN, Klosterbibliothek, 173, pp. 175-339. s. x. Gabriel Meier, Cat. codd. mss qui in bibl. monast. einsidlensis servantur, 139.",
167,167,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,EINSIEDELN,Klosterbibliothek,176,pp. 2-140,,,"The rest of the MS is taken up with a text of Acts and the Catholic Epistles. There are full-page illuminations in red, blue, and yellow on pages 6 and 102.","p. 27 [=CAp]: EINSIEDELN, Klosterbibliothek, 176, pp. 2-140.., . The rest of the MS is taken up with a text of Acts and the Catholic Epistles. There are full-page illuminations in red, blue, and yellow on pages 6 and 102.",
168,168,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,ERFURT,Öffentliche Bibliothek,Q 96,,,s. viii-ix,"W. Schum, Beschreibendes Verzeichniss der amplonianischen HSSammlung zu Erfurt, 355.","p. 27 [=CAp]: ERFURT, Öffentliche Bibliothek, Q 96. s. viii-ix. W. Schum, Beschreibendes Verzeichniss der amplonianischen HSSammlung zu Erfurt, 355.",
169,19,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,FLORENCE,Biblioteca Laurenziana,XVI 7,fols. 41v-90,,s. xv,"A. M. Bandini, Cat. codd. lat. bibl. mediceae laurentianae I, col. 171; Laistner, No. 60.","p. 27 [=CAp]: FLORENCE, Biblioteca Laurenziana, XVI 7, fols. 41v-90. s. xv. A. M. Bandini, Cat. codd. lat. bibl. mediceae laurentianae I, col. 171; Laistner, No. 60.",
170,20,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,FLORENCE,Biblioteca Laurenziana,XVI 9,fols. 42-98,,s. xv,"Bandini I, col. 188; Laistner, No. 18 on page xxxvi.","p. 27 [=CAp]: FLORENCE, Biblioteca Laurenziana, XVI 9, fols. 42-98. s. xv. Bandini I, col. 188; Laistner, No. 18 on page xxxvi.",
171,171,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,GENEVA,Bibliothèque de l’université,99 (lat. 21),,Murbach (Reichenau),s. viii-ix,"Laistner M; cf. Mittelalterliche Bibliothekskataloge Deutschlands und der Schweiz I, 241.","p. 27 [=CAp]: GENEVA, Bibliothèque de l’université, 99 (lat. 21). s. viii-ix, Murbach (Reichenau). Laistner M; cf. Mittelalterliche Bibliothekskataloge Deutschlands und der Schweiz I, 241.",
172,172,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,GHENT,Bibliothèque de l’université,439 (240),,Tours?,s. viii-ix,"E. K. Rand, A survey of the MSS of Tours I, No. 43. Mr Rand observes: ""Embellished Merovingian, apparently rather from a scriptorium influenced by Tours, than from Tours itself.""","p. 27 [=CAp]: GHENT, Bibliothèque de l’université, 439 (240). s. viii-ix, Tours?. E. K. Rand, A survey of the MSS of Tours I, No. 43. Mr Rand observes: ""Embellished Merovingian, apparently rather from a scriptorium influenced by Tours, than from Tours itself.""",
173,173,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,GRENOBLE,Bibliothèque publique,230,fols. 134v-191,Chartreuse de Portes,s. xii,"CG VII (1889), 82.","p. 27 [=CAp]: GRENOBLE, Bibliothèque publique, 230, fols. 134v-191. s. xii, Chartreuse de Portes. CG VII (1889), 82.",
174,174,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,HEILIGENKREUZ,Stiftsbibliothek,52,fols. 70-111,,s. xii-xiii,"Xenia Bernardina II, i, 139.","p. 27 [=CAp]: HEILIGENKREUZ, Stiftsbibliothek, 52, fols. 70-111. s. xii-xiii, Xenia Bernardina II, i, 139.",
175,26,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,KARLSRUHE,Landesbibliothek,Aug. 43,,Reichenau,s. ix1,"Holder I, 173; Laistner E.","p. 27 [=CAp]: KARLSRUHE, Landesbibliothek, Aug. 43. s. ix1, Reichenau. Holder I, 173; Laistner E.",
176,28,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,KARLSRUHE,Landesbibliothek,Aug. 153,,Reichenau,s. ix1,"Holder I, 369; Laistner G.","p. 27 [=CAp]: KARLSRUHE, Landesbibliothek, Aug. 153. s. ix1, Reichenau. Holder I, 369; Laistner G.",
177,177,4,Biblical Commentaries,Commentary on the Apocalypse,,,27,KARLSRUHE,Landesbibliothek,Aug. 255,,Reichenau,s. ix,"Holder I, 580.","p. 27 [=CAp]: KARLSRUHE, Landesbibliothek, Aug. 255. s. ix, Reichenau. Holder I, 580.",
